590	  185.71    450.61  
591	  184.72    450.71  
592	  185.09    450.64  
593	  183.92    451.16  
594	  185.48    452.00  
595	  184.80    453.26  
596	  186.92    452.48  
597	  183.47    452.33  
598	  184.75    451.03  
599	  183.83    452.41  
600	  185.65    451.19  
601	  185.87    452.47  
602	  184.35    452.85  
603	  182.61    452.23  
604	  183.38    451.93  
605	  182.35    451.72  
606	  180.08    451.23  
607	  178.46    452.04  
608	  180.64    450.51  
609	  181.19    450.71  
610	  181.31    452.61  
611	  183.47    451.12  
612	  182.47    451.59  
613	  184.49    451.06  
614	  184.82    452.53  
615	  183.89    453.15  
616	  184.04    453.11  
617	  185.81    452.12  
618	  185.38    452.69  
619	  184.74    451.98  
620	  185.89    451.17  
621	  183.71    452.87  
622	  184.44    451.42  
623	  186.42    450.21  
624	  186.85    451.41  
625	  185.44    452.14  
626	  186.63    452.11  
627	  185.54    450.80  
628	  185.23    451.17  
629	  186.03    451.88  
630	  184.22    452.76  
631	  184.27    451.21  
632	  184.57    452.12  
633	  184.50    451.13  
634	  185.91    450.12  
635	  187.11    451.48  
636	  186.79    450.28  
637	  187.81    451.15  
638	  185.82    451.11  
639	  184.89    452.09  
640	  186.34    451.75  
641	  186.41    451.75  
642	  184.62    450.74  
643	  185.82    451.38  
644	  185.27    450.71  
645	  184.01    451.12  
646	  184.37    451.38  
647	  184.15    452.98  
648	  183.92    452.50  
649	  184.53    452.55  
650	  184.96    452.85  
651	  184.52    452.28  
652	  185.01    453.67  
653	  183.46    451.96  
654	  184.61    452.20  
655	  182.66    451.99  
656	  183.00    452.55  
657	  182.02    451.66  
658	  182.78    449.95  
659	  182.24    450.33  
660	  183.34    452.85  
661	  182.25    450.50  
662	  180.19    453.17  
663	  179.15    454.26  
664	  181.68    451.17  
665	  182.64    451.37  
666	  181.67    452.78  
667	  182.52    452.94  
668	  182.47    452.03  
669	  184.02    454.00  
670	  186.04    452.08  
671	  184.11    452.58  
672	  184.71    453.05  
673	  185.02    453.65  
674	  186.40    453.72  
675	  185.35    452.69  
676	  184.95    451.31  
677	  184.75    451.79  
678	  186.02    452.16  
679	  186.43    451.63  
680	  184.57    452.40  
681	  185.83    452.94  
682	  183.59    452.51  
683	  182.34    454.07  
684	  183.19    451.71  
685	  183.35    452.22  
686	  183.09    452.81  
687	  184.39    452.10  
688	  184.46    453.63  
689	  184.03    452.23  
690	  182.39    451.59  
691	  182.34    451.21  
692	  181.99    452.78  
693	  183.17    451.44  
694	  180.96    453.07  
695	  181.85    454.10  
696	  182.92    453.88  
697	  184.87    452.31  
698	  185.02    451.06  
699	  183.02    450.62  
700	  181.53    450.62  
701	  181.54    452.16  
702	  182.35    451.81  
703	  181.77    452.16  
704	  184.01    453.23  
705	  183.50    454.01  
706	  181.52    453.15  
707	  183.14    453.62  
708	  181.41    454.14  
709	  182.02    452.30  
710	  183.63    451.87  
711	  182.93    451.92  
712	  181.07    453.79  
713	  182.45    450.91  
714	  182.16    452.80  
715	  182.17    452.96  
716	  183.34    453.32  
717	  181.70    453.88  
718	  181.55    451.39  
719	  181.43    451.18  
720	  182.58    452.35  
721	  183.58    451.37  
722	  183.51    452.52  
723	  184.49    450.45  
724	  187.26    451.96  
725	  185.96    452.11  
726	  184.87    452.72  
727	  185.52    451.67  
728	  184.74    452.29  
729	  186.60    452.20  
730	  187.62    453.58  
731	  186.45    453.30  
732	  184.63    453.09  
733	  183.53    452.48  
734	  183.28    454.04  
735	  184.41    453.06  
736	  183.05    453.26  
737	  182.97    453.51  
738	  182.47    452.55  
739	  182.83    452.53  
740	  183.28    452.09  
741	  182.15    451.90  
742	  181.91    452.66  
743	  183.47    453.47  
744	  184.60    452.25  
745	  185.48    450.31  
746	  186.81    452.07  
747	  184.60    452.85  
748	  185.06    451.61  
749	  184.38    452.63  
750	  183.41    451.97  
751	  182.85    452.22  
752	  182.77    450.12  
753	  183.94    450.02  
754	  186.07    451.01  
755	  187.51    453.40  
756	  186.46    452.89  
757	  186.24    451.02  
758	  187.12    451.16  
759	  187.05    451.36  
760	  185.85    451.57  
761	  185.67    451.29  
762	  184.64    451.30  
763	  184.70    451.22  
764	  184.59    451.38  
765	  185.86    449.61  
766	  184.13    452.85  
767	  184.31    451.50  
768	  184.71    451.28  
769	  183.84    451.18  
770	  185.69    452.01  
771	  183.56    452.44  
772	  183.88    452.33  
773	  184.20    451.38  
774	  184.77    453.24  
775	  186.75    453.03  
776	  186.44    452.33  
777	  188.02    450.46  
778	  184.81    451.30  
779	  184.79    451.42  
780	  184.45    452.39  
781	  184.59    453.86  
782	  183.97    452.47  
783	  182.38    451.03  
784	  182.52    451.91  
785	  185.11    452.37  
786	  183.54    452.90  
787	  184.51    454.43  
788	  185.15    453.16  
789	  184.60    452.74  
790	  183.22    452.58  
791	  180.96    451.56  
792	  182.74    452.12  
793	  184.62    451.42  
794	  182.54    452.11  
795	  181.88    451.94  
796	  182.92    452.06  
797	  182.56    452.08  
798	  182.90    450.94  
799	  185.17    451.66  
800	  185.62    449.92  
801	  182.92    453.22  
802	  183.21    452.85  
803	  184.73    452.27  
804	  185.55    452.63  
805	  184.01    452.82  
806	  184.26    454.12  
807	  185.38    453.04  
808	  184.06    453.32  
809	  186.06    453.12  
810	  187.22    451.52  
811	  187.18    449.78  
812	  186.06    452.80  
813	  184.46    452.65  
814	  186.17    452.02  
815	  185.47    451.77  
